district_area_maharashtra,nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,crop_label
Aurangabad,122,138,199,21.78,88.35,6.53,873.05,pigeonpeas
Aurangabad,41,10,171,34.08,44.18,6.01,418.78,lentil
Parbhani,5,57,205,34.72,43.26,6.01,1159.99,coffee
Sangli,60,103,76,34.77,67.8,6.24,279.51,chickpea
Wardha,70,133,23,28.12,73.6,7.0,444.31,muskmelon
Sangli,118,121,24,26.65,81.06,5.69,952.75,blackgram
Jalgaon,115,78,70,34.8,89.05,6.8,398.46,mothbeans
Kolhapur,131,67,93,27.49,45.25,7.42,1125.41,rice
Pune,40,15,81,34.98,60.2,6.84,345.95,kidneybeans
Osmanabad,56,25,126,30.12,55.52,6.65,654.6,kidneybeans
Ahmednagar,126,7,11,23.85,83.77,6.8,527.87,maize
Latur,33,58,94,33.56,81.5,6.65,1009.09,mungbean
Latur,60,79,97,33.2,52.19,6.61,1134.74,pigeonpeas
Dhule,136,19,106,20.97,72.23,5.61,833.12,pomegranate
Solapur,22,65,102,32.93,49.98,6.43,918.61,cotton
Sangli,43,53,188,23.13,49.86,6.49,127.11,orange
Jalgaon,37,102,63,20.36,88.0,7.13,320.96,kidneybeans
Latur,109,9,106,34.96,41.01,6.68,833.45,watermelon
Nashik,10,56,34,30.44,63.91,5.58,1083.9,kidneybeans
Ahmednagar,92,135,141,22.1,82.45,5.51,753.97,jute
Satara,43,114,73,30.87,69.87,6.84,724.1,maize
Nagpur,108,84,53,29.21,82.27,6.72,536.33,lentil
Nashik,65,84,81,29.36,68.81,6.35,698.7,chickpea
Satara,15,56,133,26.3,42.09,6.49,628.05,maize
Nanded,87,109,187,26.58,68.03,7.32,334.65,jute
Ahmednagar,29,144,152,26.97,46.73,5.95,889.79,grapes
Solapur,21,111,26,26.64,72.03,6.62,505.65,watermelon
Nanded,47,46,143,31.3,65.71,6.4,1169.46,pigeonpeas
Osmanabad,0,28,36,20.22,77.8,6.68,260.92,coffee
Parbhani,61,113,202,30.76,41.23,7.33,320.49,jute
Aurangabad,32,114,156,28.09,85.94,6.84,699.03,mothbeans
Pune,49,145,39,26.41,45.34,5.69,444.51,pigeonpeas
Bhandara,64,47,188,21.49,51.16,7.08,1091.65,chickpea
Jalgaon,115,21,64,30.69,48.16,7.27,857.34,coconut
Amravati,75,44,47,29.08,50.7,6.29,504.77,maize
Bhandara,13,80,133,33.44,70.94,7.35,1180.25,chickpea
Solapur,101,41,66,29.16,64.58,5.61,225.26,grapes
Solapur,1,29,176,34.7,60.91,6.15,847.03,rice
Pune,128,32,175,31.24,52.76,5.93,449.59,rice
Nashik,125,103,196,29.63,41.52,7.37,937.43,rice
Nanded,125,28,133,25.4,49.03,6.11,180.45,rice
Beed,121,91,10,21.03,59.16,5.89,106.34,coconut
Solapur,122,82,41,22.9,68.65,6.77,384.05,kidneybeans
Nagpur,94,70,192,27.57,75.9,6.81,1046.12,mango
Nanded,94,135,205,30.14,62.65,7.26,1032.93,jute
Satara,33,110,46,26.41,73.86,6.34,1017.67,orange
Solapur,57,33,9,27.63,85.34,7.47,358.42,papaya
Nashik,107,94,153,20.63,78.74,6.63,902.44,papaya
Solapur,112,64,126,25.72,67.0,5.84,1023.34,cotton
Jalgaon,105,95,73,33.25,70.19,6.16,1068.84,apple
Kolhapur,130,79,90,34.56,86.15,7.27,119.12,kidneybeans
Osmanabad,36,48,181,31.62,70.72,6.72,641.3,coffee
Akola,37,39,102,30.61,45.9,6.5,788.52,mungbean
Amravati,21,119,129,21.66,60.6,6.97,277.26,orange
Akola,41,95,168,29.92,58.86,7.07,298.21,grapes
Latur,137,33,112,25.85,62.27,6.2,546.43,coconut
Dhule,67,66,133,21.27,88.61,5.72,308.47,papaya
Solapur,36,99,197,21.01,70.64,7.37,1048.3,cotton
Bhandara,105,131,199,28.74,69.25,6.81,298.0,apple
Wardha,30,116,180,30.82,44.93,6.09,795.38,coconut
Pune,93,17,88,27.38,60.43,5.78,117.1,kidneybeans
Solapur,35,24,194,28.45,78.75,7.02,638.0,rice
Akola,62,115,91,23.65,82.33,7.33,949.09,maize
Solapur,61,27,57,21.94,89.29,5.59,110.14,pomegranate
Nagpur,34,116,125,24.76,88.41,5.75,196.87,pomegranate
Jalgaon,115,58,163,31.27,66.94,6.79,271.45,papaya
Parbhani,64,30,68,28.36,85.44,7.08,212.41,watermelon
Dhule,107,32,56,22.98,84.04,6.35,274.65,lentil
Dhule,58,60,115,31.23,57.33,7.03,841.81,pigeonpeas
Kolhapur,14,8,181,23.65,89.15,5.83,1041.2,coffee
Amravati,97,81,46,33.48,52.16,7.09,1142.18,cotton
Kolhapur,133,135,128,25.99,43.27,6.48,892.5,apple
Nashik,136,5,171,32.53,59.24,6.74,808.02,maize
Sangli,26,57,163,32.96,83.94,6.18,206.31,mango
Wardha,52,21,58,29.61,40.48,5.56,561.89,orange
Jalgaon,13,17,15,25.97,59.33,5.87,142.97,mungbean
Dhule,70,29,17,20.59,59.49,5.67,137.93,lentil
Osmanabad,112,134,110,29.82,82.98,6.99,759.0,papaya
Jalgaon,130,56,200,20.3,62.98,7.3,329.4,muskmelon
Kolhapur,40,121,77,33.36,51.15,6.27,441.43,chickpea
Parbhani,0,45,81,22.54,71.67,6.9,1182.96,banana
Nashik,105,125,69,22.32,51.29,6.35,437.76,grapes
Nagpur,21,27,137,23.02,82.47,6.19,173.97,mango
Nanded,38,109,63,29.48,76.26,6.21,1018.59,mothbeans
Pune,26,29,78,21.77,73.77,7.43,1018.61,mungbean
Aurangabad,58,108,134,28.78,49.53,5.95,280.67,mango
Latur,60,119,159,33.58,77.95,6.76,499.92,rice
Wardha,118,30,118,25.05,65.18,5.81,292.03,maize
Latur,87,67,76,28.94,71.52,6.66,1036.67,mungbean
Ahmednagar,109,122,103,29.89,85.53,5.99,676.28,cotton
Solapur,82,89,53,21.27,70.39,6.06,790.38,maize
Akola,90,42,151,24.46,66.0,6.13,180.41,chickpea
Kolhapur,131,111,117,34.85,70.91,7.29,511.27,blackgram
Nanded,117,53,106,32.78,55.8,7.0,1148.72,pomegranate
Nanded,66,48,155,22.44,55.77,6.82,1136.14,blackgram
Beed,110,58,6,33.58,61.7,6.24,1107.66,chickpea
Osmanabad,91,131,202,22.14,48.4,5.69,945.67,chickpea
Jalgaon,41,75,62,34.51,43.72,6.31,1021.2,coconut
Nagpur,6,93,101,22.65,53.0,6.94,960.18,pomegranate
Amravati,42,91,186,24.12,84.5,7.27,469.88,papaya
Nanded,116,30,170,31.58,55.03,7.18,1002.83,jute
Akola,137,12,93,28.66,74.1,6.51,515.49,lentil
Parbhani,124,18,179,33.83,46.92,6.33,779.73,mungbean
Dhule,36,44,36,32.85,54.0,6.46,494.72,jute
Sangli,51,20,46,25.82,62.23,5.87,952.07,coffee
Sangli,101,80,182,28.59,55.72,6.97,792.87,mothbeans
Kolhapur,66,69,146,25.23,70.83,6.2,859.39,jute
Jalgaon,125,140,37,33.88,61.24,6.92,378.1,watermelon
Aurangabad,65,98,198,33.39,74.31,7.44,803.99,mothbeans
Pune,26,81,149,21.77,86.86,6.18,130.7,maize
Amravati,126,7,33,29.39,85.74,7.5,1121.25,mungbean
Aurangabad,74,65,153,25.36,47.26,7.43,1044.9,chickpea
Kolhapur,105,36,144,22.74,48.96,6.55,744.4,banana
Kolhapur,13,140,100,24.56,68.37,5.56,531.33,maize
Beed,33,134,100,32.72,85.76,6.56,316.84,apple
Akola,57,120,51,29.74,87.04,5.86,833.2,banana
Sangli,102,63,42,23.02,88.78,7.45,583.53,mungbean
Akola,109,22,189,34.06,58.51,6.87,796.03,orange
Nashik,129,121,19,24.4,70.09,6.37,395.18,watermelon
Nagpur,90,66,186,32.0,84.9,7.16,924.46,muskmelon
Latur,39,79,35,30.91,73.03,7.21,1124.65,pigeonpeas
Osmanabad,134,51,9,26.55,50.8,5.55,1194.87,mothbeans
Satara,18,55,93,25.74,68.46,7.12,306.25,rice
Solapur,117,80,149,22.69,79.44,6.37,956.72,lentil
Jalgaon,2,112,89,26.62,56.89,6.66,409.35,papaya
Nanded,37,93,117,24.89,55.95,6.2,930.23,mungbean
Aurangabad,108,31,147,24.05,48.06,5.68,225.0,coconut
Beed,21,99,50,24.98,58.59,6.6,455.81,banana
Dhule,102,88,22,32.32,74.45,6.1,992.74,kidneybeans
Osmanabad,112,13,74,33.87,58.25,6.09,749.44,kidneybeans
Satara,140,81,200,26.77,49.22,5.79,784.43,lentil
Nashik,42,42,140,22.22,82.34,6.07,1137.64,cotton
Beed,60,113,79,33.5,70.47,5.78,232.46,blackgram
Kolhapur,89,77,71,26.98,52.03,5.86,705.25,maize
Parbhani,105,12,24,24.29,73.3,6.46,423.14,pigeonpeas
Solapur,123,23,12,29.3,65.09,6.23,409.65,papaya
Sangli,131,28,62,21.64,86.69,6.57,700.79,grapes
Aurangabad,48,45,65,24.59,51.08,5.68,860.56,coffee
Latur,96,93,106,27.16,61.18,5.94,301.9,coffee
Kolhapur,70,57,156,20.03,86.1,5.6,509.35,watermelon
Nanded,55,24,56,24.87,62.81,6.69,517.78,mungbean
Solapur,6,121,73,21.4,66.55,7.22,1054.04,mango
Osmanabad,92,33,10,24.85,78.78,6.93,960.58,kidneybeans
Amravati,94,62,66,20.66,43.06,6.08,1081.3,banana
Bhandara,54,128,111,28.1,75.36,6.36,196.68,jute
Latur,77,32,59,29.17,70.56,5.95,1006.7,papaya
Sangli,114,8,192,30.52,40.37,5.62,222.75,chickpea
Parbhani,72,6,85,22.01,53.14,5.58,246.81,grapes
Ahmednagar,31,39,23,21.99,61.93,7.45,820.06,grapes
Sangli,38,67,118,24.08,49.61,6.71,761.56,kidneybeans
Jalgaon,105,60,46,20.08,46.06,6.17,492.63,rice
Ahmednagar,128,118,193,27.31,59.12,6.48,588.93,banana
Akola,133,20,168,25.59,81.21,6.08,351.11,maize
Dhule,134,53,61,27.56,48.28,7.46,103.4,mango
Dhule,0,144,136,28.94,81.29,6.77,640.86,mothbeans
Solapur,62,42,186,30.59,71.9,7.14,816.51,maize
Akola,33,81,105,29.06,72.93,6.72,991.72,kidneybeans
Solapur,135,53,133,20.14,68.66,5.99,1183.01,chickpea
Nashik,131,35,46,31.07,77.78,6.17,576.35,grapes
Satara,117,80,71,31.12,57.83,5.62,171.61,coconut
Wardha,34,103,176,31.59,58.6,6.64,1064.74,pigeonpeas
Kolhapur,8,118,69,24.19,48.08,6.24,111.0,mothbeans
Dhule,28,127,126,25.97,55.25,5.77,961.2,pomegranate
Wardha,55,32,5,30.08,52.61,7.12,688.09,kidneybeans
Osmanabad,70,117,101,20.8,64.83,6.36,963.52,mango
Ahmednagar,75,130,37,29.4,43.2,6.42,649.74,apple
Nanded,17,78,195,31.69,48.96,6.98,821.85,banana
Jalgaon,104,23,172,20.22,85.63,6.4,976.99,kidneybeans
Aurangabad,41,89,178,22.7,48.77,6.51,858.81,mothbeans
Dhule,60,28,23,27.77,42.51,7.0,554.61,apple
Ahmednagar,107,6,44,20.86,68.21,6.6,359.87,banana
Kolhapur,91,113,162,31.02,85.69,5.53,308.38,watermelon
Sangli,114,145,28,30.76,81.7,6.17,268.06,chickpea
Osmanabad,120,54,91,32.39,48.76,6.73,198.79,pigeonpeas
Wardha,23,24,56,30.09,49.49,5.99,497.18,lentil
Nagpur,85,82,145,34.04,84.68,6.11,813.87,jute
Jalgaon,121,97,190,21.44,58.11,5.97,349.07,muskmelon
Aurangabad,60,80,160,23.91,52.75,5.89,363.37,jute
Jalgaon,3,72,45,29.36,47.82,6.58,1120.05,jute
Beed,53,105,137,32.08,82.79,7.41,898.96,grapes
Osmanabad,59,99,183,32.67,50.4,6.93,759.23,rice
Solapur,88,64,172,28.93,84.4,6.19,972.42,papaya
Amravati,135,45,149,33.82,64.1,6.14,261.27,lentil
Ahmednagar,20,62,138,32.1,42.71,6.5,166.26,coffee
Ahmednagar,57,82,198,25.41,56.57,7.16,139.96,chickpea
Akola,92,56,82,25.29,49.99,5.53,586.09,coffee
Sangli,71,99,203,33.98,73.51,6.26,381.25,pomegranate
Sangli,105,109,164,33.67,73.96,5.62,701.54,mothbeans
Solapur,136,88,130,23.22,61.52,6.73,1053.88,mungbean
Ahmednagar,17,113,134,24.76,74.13,7.39,221.89,pigeonpeas
Nagpur,36,131,119,30.67,72.11,6.52,359.95,grapes
Beed,60,60,124,33.12,74.2,6.56,533.5,rice
Akola,41,131,180,34.92,49.48,7.09,149.45,cotton
Akola,27,49,31,24.97,65.87,6.61,751.27,pigeonpeas
Solapur,62,144,48,22.55,61.57,7.1,143.4,kidneybeans
Sangli,130,80,138,29.44,88.64,5.9,621.98,mungbean
Aurangabad,64,64,15,24.01,74.22,6.33,1183.45,orange
Bhandara,15,21,16,28.13,61.4,7.01,1122.58,orange
Amravati,59,44,78,23.18,72.16,5.93,1186.05,papaya
Ahmednagar,115,73,107,32.8,61.69,7.23,105.73,mothbeans
Latur,129,84,27,23.55,79.65,7.1,126.43,coconut
Nagpur,79,90,61,31.02,51.5,5.85,1009.11,rice
Aurangabad,43,114,117,33.07,82.88,7.42,446.25,mungbean
Dhule,100,44,169,25.57,43.47,7.45,306.62,watermelon
Wardha,108,30,81,34.65,80.45,6.88,1127.31,mango
Nashik,43,109,108,23.13,69.19,5.99,460.76,banana
Amravati,63,39,24,29.06,45.35,6.89,758.22,rice
Wardha,107,111,119,26.39,50.88,5.89,803.69,orange
Parbhani,3,96,195,24.32,56.36,7.36,334.13,mango
Ahmednagar,126,74,17,22.9,87.62,7.14,337.55,pomegranate
Parbhani,45,10,183,33.02,54.84,6.83,420.81,blackgram
Nashik,90,65,202,29.97,60.63,7.18,488.59,chickpea
Nashik,116,140,112,21.52,53.84,5.93,108.72,orange
Bhandara,35,138,119,30.03,65.91,5.66,438.68,muskmelon
Nanded,90,95,168,26.18,56.77,6.3,189.62,lentil
Satara,114,41,97,30.79,72.04,6.91,531.94,chickpea
Parbhani,5,79,191,20.71,55.42,5.82,825.71,pomegranate
Beed,26,17,188,27.27,61.98,6.99,285.33,kidneybeans
Ahmednagar,105,86,161,22.34,43.14,6.61,652.56,muskmelon
Kolhapur,43,60,7,24.59,44.14,6.12,803.91,banana
Bhandara,51,39,201,34.95,55.48,6.27,643.89,mango
Sangli,49,109,197,30.65,65.82,5.61,314.27,chickpea
Nashik,80,45,188,20.4,69.2,6.58,126.18,blackgram
Latur,0,77,10,34.24,64.03,6.39,745.42,kidneybeans
Latur,67,102,119,31.78,48.81,6.72,217.41,cotton
Parbhani,123,90,137,26.54,60.98,6.15,771.68,mothbeans
Akola,91,42,101,26.8,80.39,6.78,476.42,rice
Wardha,86,93,195,29.94,52.1,6.49,847.63,pigeonpeas
Nanded,35,84,23,24.31,74.75,5.77,208.72,pigeonpeas
Solapur,96,130,131,33.34,81.69,5.71,376.52,cotton
Nanded,106,100,136,21.81,57.49,6.05,910.72,grapes
Dhule,81,136,148,25.43,79.17,7.26,571.68,apple
Ahmednagar,20,30,37,30.61,64.69,7.19,239.92,maize
Parbhani,118,104,75,34.51,66.57,5.63,1125.32,mungbean
Akola,16,131,80,32.35,76.12,6.23,1148.76,blackgram
Beed,24,112,116,31.24,62.13,5.91,717.66,grapes
Pune,21,56,69,29.7,44.23,6.34,1159.74,papaya
Nagpur,49,28,184,22.36,77.95,6.29,853.59,watermelon
Osmanabad,34,83,150,32.67,42.91,5.66,370.83,coffee
Osmanabad,1,44,164,31.54,73.83,6.89,1128.44,papaya
Nashik,60,14,169,31.95,83.16,6.71,316.39,kidneybeans
Parbhani,65,50,39,26.07,46.15,6.58,144.23,pomegranate
Satara,55,80,150,32.13,69.11,6.51,160.86,coconut
Dhule,85,44,167,29.44,64.99,6.95,272.14,pomegranate
Nanded,68,71,152,21.64,73.52,5.83,198.22,pigeonpeas
Kolhapur,35,13,48,30.51,70.16,7.15,655.86,mothbeans
Beed,29,11,139,23.95,71.97,7.28,1013.69,jute
Parbhani,120,84,94,21.12,77.8,5.82,337.63,grapes
Jalgaon,98,109,137,20.68,61.14,5.69,592.15,coconut
Kolhapur,129,28,92,20.39,42.29,6.71,564.56,muskmelon
Bhandara,117,69,56,34.03,81.37,6.52,818.15,chickpea
Dhule,6,109,34,28.28,87.48,6.53,1189.35,mango
Dhule,37,139,76,30.39,82.89,7.5,376.3,chickpea
Amravati,99,92,29,25.12,60.56,7.07,323.08,apple
Ahmednagar,42,73,87,25.17,85.16,6.14,782.59,blackgram
Solapur,17,144,22,34.28,74.27,5.54,967.18,papaya
Satara,34,144,49,23.72,78.38,6.01,369.84,pomegranate
Satara,23,137,172,26.86,61.12,5.58,532.84,watermelon
Osmanabad,25,105,55,24.15,68.07,5.75,875.12,watermelon
Nagpur,92,104,198,26.44,47.96,6.51,284.43,watermelon
Nashik,70,8,87,28.36,89.89,6.65,207.85,rice
Nagpur,50,6,193,23.67,76.77,6.76,717.73,coconut
Nagpur,49,111,95,29.75,75.67,6.68,728.72,mothbeans
Amravati,76,54,203,30.16,82.84,7.5,313.68,lentil
Satara,80,125,120,32.32,45.16,6.07,640.85,coconut
Bhandara,72,101,142,30.43,79.03,6.52,673.74,chickpea
Amravati,9,16,187,33.91,44.39,5.77,945.88,grapes
Amravati,90,61,154,30.46,54.18,6.34,701.31,mothbeans
Parbhani,140,5,186,28.82,64.36,5.76,323.92,orange
Sangli,27,113,102,25.19,84.02,6.31,215.77,pomegranate
Osmanabad,127,64,159,20.08,42.78,5.63,579.77,jute
Nanded,4,142,61,25.11,86.96,5.88,619.02,mungbean
Bhandara,102,119,49,34.75,43.31,5.91,868.37,mungbean
Latur,12,108,197,32.62,69.12,6.56,382.24,mothbeans
Sangli,82,131,104,32.16,64.73,6.93,308.64,mothbeans
Akola,117,133,169,31.61,58.01,5.6,334.96,jute
Nagpur,105,130,57,32.6,57.92,5.79,240.6,pigeonpeas
Latur,35,122,72,25.16,48.11,6.39,366.46,kidneybeans
Latur,140,113,113,22.68,88.79,7.2,1034.64,grapes
Nanded,61,110,107,26.7,80.54,5.53,453.71,maize
Parbhani,26,39,90,20.14,59.51,6.39,1146.58,jute
Bhandara,70,126,204,32.5,79.44,5.72,1006.26,maize
Nashik,121,67,17,23.63,44.86,5.62,394.65,pomegranate
Nanded,108,89,129,21.38,73.64,7.05,153.41,orange
Pune,68,33,192,24.52,46.86,5.66,580.71,cotton
Nashik,44,7,82,22.27,61.17,7.36,616.69,mothbeans
Osmanabad,20,63,9,31.21,76.25,6.02,465.65,watermelon
Latur,60,91,148,21.66,88.29,6.18,725.6,jute
Pune,75,56,140,30.73,74.17,7.49,726.11,jute
Parbhani,62,106,25,20.9,53.63,7.13,749.22,pomegranate
Wardha,74,38,33,24.97,73.85,6.4,124.49,mango
Solapur,16,58,17,31.81,71.71,6.06,1175.57,chickpea
Aurangabad,20,56,184,27.98,68.14,6.91,517.26,coconut
Aurangabad,82,82,7,32.73,42.21,6.0,131.45,mango
Sangli,38,64,99,24.67,70.1,6.18,889.63,papaya
Solapur,53,53,58,31.44,67.65,6.33,192.91,apple
Wardha,52,55,48,31.12,54.65,6.14,536.5,jute
Akola,126,56,190,29.35,43.81,5.69,1129.81,orange
Sangli,74,122,72,21.3,59.49,6.88,909.84,apple
Pune,17,106,111,25.5,44.07,6.62,511.54,jute
Kolhapur,128,75,192,27.92,67.1,6.47,707.23,kidneybeans
Akola,136,18,50,23.22,64.78,6.86,307.14,papaya
Dhule,140,84,83,27.99,86.38,5.69,322.76,muskmelon
Sangli,131,22,72,28.98,55.68,5.72,435.63,watermelon
Kolhapur,83,57,142,27.26,75.89,5.93,316.14,mungbean
Ahmednagar,75,42,67,21.49,46.11,7.21,441.83,cotton
Kolhapur,92,64,186,29.71,84.57,5.53,215.4,grapes
Bhandara,16,80,100,32.26,55.06,6.26,521.78,maize
Wardha,60,99,49,22.95,66.8,6.43,546.35,chickpea
Bhandara,39,73,191,21.4,79.29,7.41,226.32,banana
Pune,63,103,60,26.52,78.42,6.9,305.99,grapes
Amravati,2,75,52,23.85,79.29,6.49,912.74,watermelon
Pune,108,63,201,21.88,69.83,6.05,287.0,watermelon
Kolhapur,33,63,54,33.36,57.14,7.37,709.08,kidneybeans
Osmanabad,44,82,64,24.73,81.42,6.07,538.67,blackgram
Dhule,116,46,200,24.22,71.36,5.64,951.18,orange
Latur,131,62,33,33.4,47.47,6.66,839.23,kidneybeans
Latur,48,133,140,31.24,83.11,6.49,1079.46,apple
Sangli,121,95,90,23.46,78.55,5.5,1146.52,orange
Solapur,134,28,42,25.08,42.68,7.16,706.84,watermelon
Parbhani,53,120,127,29.42,71.4,5.76,785.5,coffee
Satara,37,33,69,31.49,66.48,6.71,483.87,lentil
Satara,4,56,84,32.93,55.03,6.33,1179.34,rice
Dhule,59,134,184,28.24,43.2,7.49,738.18,banana
Nashik,70,34,175,24.72,75.62,6.1,266.65,blackgram
Solapur,2,128,85,34.15,80.31,7.22,327.18,maize
Nanded,36,124,114,23.07,85.67,6.28,426.1,lentil
Kolhapur,77,144,51,27.1,58.22,5.96,946.53,coffee
Bhandara,110,12,193,33.0,52.19,7.13,1114.89,lentil
Jalgaon,49,98,60,30.76,58.77,6.53,691.17,mothbeans
Ahmednagar,113,124,152,24.4,42.13,7.22,301.16,watermelon
Parbhani,1,53,149,31.15,66.62,5.92,765.71,muskmelon
Parbhani,1,113,130,22.05,64.72,6.74,210.62,pomegranate
Nashik,18,32,74,33.82,57.6,5.87,1050.53,coconut
Nagpur,41,144,27,24.97,60.49,5.83,620.3,lentil
Nashik,4,80,139,25.11,46.04,7.41,942.56,kidneybeans
Nagpur,92,107,19,23.73,53.86,6.36,851.9,rice
Aurangabad,113,120,195,33.91,44.92,7.08,888.91,banana
Amravati,105,28,146,34.64,49.63,5.62,272.61,mothbeans
Kolhapur,6,86,47,34.1,51.36,7.13,166.63,mothbeans
Solapur,128,56,23,24.99,69.08,6.61,875.55,apple
Sangli,70,122,25,24.0,85.27,7.15,611.58,mothbeans
Nashik,80,126,98,31.39,88.23,5.64,542.98,mungbean
Satara,95,105,67,27.65,76.98,6.25,834.7,maize
Osmanabad,51,45,161,22.13,73.03,5.92,732.91,kidneybeans
Pune,20,17,127,22.13,44.0,7.2,754.69,orange
Wardha,132,118,161,26.57,56.65,6.36,384.34,muskmelon
Pune,21,144,70,30.68,75.5,6.79,488.26,apple
Nagpur,128,81,10,28.05,62.69,6.17,762.56,banana
Latur,41,129,133,25.22,50.14,6.6,1193.18,papaya
Nashik,1,7,38,24.91,74.14,5.59,827.19,coconut
Sangli,77,54,121,34.04,60.25,5.57,1111.6,blackgram
Beed,89,132,180,28.68,64.51,7.0,598.45,apple
Bhandara,56,61,204,20.63,53.57,5.71,313.92,orange
Pune,62,144,67,33.16,77.05,6.98,323.66,lentil
Amravati,123,133,108,21.22,50.25,7.25,870.65,blackgram
Sangli,65,6,155,29.27,69.53,5.61,426.38,coconut
Nanded,76,81,35,29.2,75.5,6.91,599.31,cotton
Satara,58,108,13,25.24,76.68,6.56,702.41,grapes
Parbhani,126,61,134,28.42,41.9,7.47,1075.6,lentil
Amravati,99,79,147,21.68,81.54,5.8,255.84,jute
Ahmednagar,84,36,23,26.75,62.36,6.93,385.88,kidneybeans
Kolhapur,108,94,38,28.74,50.64,6.76,128.49,chickpea
Amravati,19,27,48,22.42,55.18,6.87,1105.61,blackgram
Nanded,76,62,72,33.11,50.23,7.39,203.11,watermelon
Parbhani,50,118,185,22.27,87.99,5.65,1051.79,cotton
Satara,66,95,120,23.45,57.17,6.77,695.81,mungbean
Nanded,121,116,87,24.19,58.13,6.69,1100.11,jute
Aurangabad,80,21,58,24.05,87.84,7.01,463.94,pigeonpeas
Wardha,60,109,12,22.81,54.13,6.78,399.17,grapes
Nanded,136,34,67,24.63,74.92,6.54,671.6,muskmelon
Ahmednagar,62,47,198,26.81,86.21,5.8,1098.88,mungbean
Solapur,126,139,121,24.54,72.86,5.76,1003.15,mungbean
Kolhapur,43,93,14,30.24,49.0,6.91,735.62,orange
Kolhapur,123,38,65,32.97,42.14,7.07,672.98,maize
Latur,35,129,64,22.42,57.54,7.37,756.45,orange
Sangli,3,128,183,32.67,72.68,5.69,327.06,papaya
Solapur,18,68,29,31.45,77.64,7.08,364.45,grapes
Ahmednagar,87,111,183,21.14,69.31,6.29,323.72,pigeonpeas
Parbhani,34,138,36,25.19,60.75,7.39,224.74,pomegranate
Nashik,24,29,200,25.98,63.12,6.95,170.09,orange
Nashik,116,65,35,21.85,65.43,6.19,895.14,banana
Wardha,91,109,69,34.41,65.19,6.86,1039.49,pigeonpeas
Amravati,19,23,181,32.04,55.67,6.95,268.43,muskmelon
Amravati,67,85,61,29.75,44.58,6.74,362.46,apple
Kolhapur,134,25,7,32.15,86.88,5.87,697.33,jute
Nashik,104,24,59,26.5,75.58,5.83,125.77,maize
Pune,137,114,22,24.42,50.03,6.06,236.27,coconut
Satara,140,61,40,23.39,80.58,6.16,536.89,chickpea
Parbhani,2,75,115,34.77,88.31,6.88,524.43,pomegranate
Kolhapur,38,16,183,20.02,89.02,5.92,659.16,coffee
Nashik,35,27,121,28.4,69.31,6.74,778.32,coffee
Parbhani,50,39,146,33.95,86.35,6.19,375.94,coffee
Pune,60,59,187,34.07,43.89,6.76,608.9,mothbeans
Beed,13,5,58,28.8,46.91,5.77,1173.96,orange
Sangli,11,41,11,29.6,83.46,5.57,728.84,banana
Latur,121,134,137,26.92,50.83,6.18,289.09,mothbeans
Nashik,60,85,32,31.74,69.6,6.95,964.43,coconut
Akola,6,91,181,21.71,50.21,6.45,342.58,papaya
Wardha,87,118,136,21.4,53.1,5.82,635.56,rice
Nagpur,87,25,117,22.77,65.85,7.18,444.43,apple
Beed,25,29,6,31.98,52.03,6.8,426.65,muskmelon
Bhandara,106,114,106,31.43,87.83,6.15,632.48,coconut
Nanded,101,141,17,28.73,81.99,6.79,371.75,watermelon
Sangli,139,92,9,29.13,55.73,7.07,154.26,papaya
Satara,38,121,162,23.87,78.36,7.13,943.78,kidneybeans
Nanded,55,134,109,31.2,84.72,7.37,758.28,coconut
Nanded,83,9,96,20.2,85.63,5.53,278.33,apple
Nanded,45,51,190,34.27,56.28,7.14,471.95,jute
Jalgaon,109,84,141,28.51,63.71,6.22,919.63,cotton
Osmanabad,12,10,82,22.03,84.87,6.97,479.78,cotton
Dhule,58,23,112,25.75,74.37,5.93,177.28,blackgram
Nashik,50,121,191,26.41,79.07,6.83,814.51,orange
Sangli,120,141,34,26.73,74.36,6.9,802.38,pomegranate
Latur,103,67,116,34.11,40.77,5.9,832.17,coconut
Amravati,110,68,97,23.3,47.73,6.12,699.73,cotton
Satara,92,58,89,20.22,59.3,6.91,585.95,chickpea
Nagpur,26,54,94,24.76,69.36,5.89,330.39,orange
Wardha,41,8,73,20.61,75.62,6.16,526.57,papaya
Sangli,0,10,70,34.32,80.63,7.28,863.66,banana
Sangli,19,78,84,22.81,66.94,6.44,514.38,coconut
Nashik,119,61,156,27.83,69.39,6.49,811.9,orange
Pune,21,117,7,27.79,60.34,7.12,445.14,maize
Latur,124,57,36,28.53,82.83,6.78,1137.12,muskmelon
Sangli,57,62,201,22.2,54.57,6.85,621.93,muskmelon
Aurangabad,41,63,76,26.54,78.62,6.44,273.51,apple
Latur,111,54,76,30.47,69.32,7.07,1174.01,papaya
Bhandara,120,23,116,25.21,66.99,5.62,1035.5,maize
Satara,89,70,45,34.11,67.23,5.58,1168.14,maize
Beed,14,64,175,33.68,66.31,6.1,560.14,mango
Satara,1,103,129,22.47,86.37,6.14,268.86,coconut
Beed,121,58,156,32.71,70.16,6.13,793.75,apple
Akola,44,27,9,31.14,68.54,6.01,1001.43,coffee
Osmanabad,26,82,142,25.27,70.18,7.45,1018.65,muskmelon
